SIT || Field1
When I talked maliciously about a colleague at work to someone  else.  Immediately afterwards I felt ashamed. || shame
When I decided to take a week s holiday without consulting the  family first. || guilt
After my girl and I talked things over our relationship changed  and became positive.  A diificult time turned into pleasant one. || joy
When we could not land our plane and we knew that the fuel was  running out.  Bad weather had already frightened us. || fear
When I read about Reagan's tactical decision concerning the  South African boycott. || anger
When my half brother became seriously ill with cancer and died  later. || sadness
A film were a woman was attacked and raped.  One did not see the  worst but it had the desired effect - very strong. || disgust
I made a comment and it was interpreted completely differently  from what I had meant.  When I said it I realized how my mother  had understood it. || shame
I had promised to visit my girlfriend but for different reasons  could not make it.  I rang up later to tell her that I could not  come. || guilt
When I was offered a high position of trust, which I later  accepted. || joy
I had the window open and the door was shut so that the kitten  would not go out.  My partner came in and started talking about  something and I forgot about the window and suddenly I saw the  kitten hanging from the window frame. I was rigid with fright  till I got hold of her. || fear
Some noisy guests arrived at the hotel.  I had been slightly  irritated earlier.  At night when I was trying to sleep they were  having a party so I went and yelled at them.  I wanted to sleep  as I had to get up early the next day. || anger
When I was told that I had not been successful in getting the job I  had been expecting.  I was sure that I was sufficiently  qualified. || sadness
When my cat vomited and a worm came out which was still alive.  I  was forced to wipe it up. || disgust
When I was a child it was found out that I had taken off my  clothes outdoors.  It was summer and my friend and I were out  in the woods.  It had felt exciting at that time.  My parents  discovered that my trousers were back to front and I felt  ashamed. || shame
When I stole money from my mother and she asked me later if I was  responsible.  I never admitted it. || guilt
[ Cycling in the spring sunshine gives me such delight.   Happiness is to be healthy, my wonderful finance.  Simply being  here on earth.] || joy
When my relationship with my family is very poor I often fear  being excluded from the group, a fear which is stronger in  situations when an argument is on hand. || fear
